4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17
78,225,4,5,5,5,5,5,5,5,5,176,5,9,9,9,9,9,9,9,5,9,9,9,9,9,9,9,9,5,5,5,5,176,5,5,5,913,5,5,5,5,5,5,5,5,5,176,5,5,5,5,5,5,5,5,5,17,225,91
78,225,225,225,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,78,225,225,225,91,225,225,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,225,91,225,91
78,225,225,225,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1334,1335,176,1485,1351,225,225,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,225,91,225,91
78,225,4,5,5,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,78,225,225,225,765,1485,1485,5,225,225,225,225,1484,1485,167,225,225,225,225,225,225,225,91,225,91
78,225,78,225,225,225,225,225,225,225,225,1334,1335,1335,1335,1335,742,5,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,78,225,225,225,241,225,225,225,225,225,225,225,225,225,241,225,225,225,225,225,225,225,91,225,91
78,225,78,225,225,225,225,225,225,225,225,225,225,225,225,225,816,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,1484,1485,1485,1485,765,225,225,225,225,225,225,225,225,764,765,5,5,176,1485,1485,225,225,765,225,91
78,225,78,225,225,225,225,225,225,225,225,225,225,225,225,225,816,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,91,225,225,225,225,225,225,225,225,225,241,225,225,78,225,225,225,225,91,225,91
78,225,78,225,225,225,225,225,225,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,91,225,225,225,225,225,225,225,225,225,1497,225,225,78,225,225,225,225,91,225,91
78,225,78,225,225,225,225,225,225,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,91,225,225,225,225,225,225,225,225,225,225,225,225,78,225,225,225,225,91,225,91
78,225,78,225,225,225,225,225,225,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,225,225,4,1485,1485,1485,1485,1485,1485,1485,1485,1496,1496,1496,1497,225,225,225,225,225,225,225,91,225,225,225,225,78,225,225,225,225,91,225,91
78,225,176,5,5,5,167,225,225,4,5,5,5,5,5,5,472,5,5,17,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,91,225,225,225,225,1484,1485,1485,17,225,91,225,91
78,225,78,225,225,225,91,225,225,78,225,225,225,225,225,225,225,225,225,91,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,4,5,5,5,5,5,5,5,5,5,5,1497,225,225,225,225,225,225,225,91,225,91,225,91
78,225,78,225,225,225,91,225,225,78,225,225,225,225,225,225,225,225,225,91,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,91,225,91,225,91
78,225,78,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,225,91,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,91,225,91,225,91
78,225,78,225,225,225,225,225,225,78,225,225,225,225,225,78,225,225,225,91,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,1484,765,5,5,5,5,5,5,5,5,5,225,225,225,225,4,1350,1350,1350,1351,225,91,225,91
78,225,78,225,225,225,225,225,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,225,91,225,225,225,225,225,225,225,225,225,225,225,225,225,78,225,225,225,225,225,91,225,91
78,225,78,225,225,225,225,225,225,225,4,5,5,5,5,176,225,225,225,225,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,225,91,225,225,225,225,225,225,225,225,225,225,225,225,225,78,225,225,225,225,225,91,225,91
78,225,78,225,225,225,225,225,225,225,78,225,225,225,225,78,225,225,225,225,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,225,91,225,225,225,225,225,225,225,225,225,225,225,225,225,324,17,225,225,4,1350,1351,225,91
78,225,78,225,225,225,225,225,225,225,78,225,225,225,225,1484,5,5,225,225,5,5,5,176,225,225,225,1484,1485,1485,1485,1485,1485,167,225,225,225,91,225,225,225,225,225,225,225,225,225,225,225,225,225,225,91,225,225,78,225,225,225,91
78,225,78,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,225,765,5,5,5,765,225,225,225,225,225,225,225,225,225,225,225,225,225,225,91,225,225,78,225,225,225,91
78,225,78,225,225,225,225,225,225,225,1484,5,5,176,225,225,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,225,225,225,225,225,765,5,225,225,225,225,225,225,225,225,225,225,225,225,225,91,225,225,78,225,225,225,91
78,225,78,225,225,225,225,225,225,225,225,225,225,1484,5,5,5,17,225,225,225,225,225,176,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,4,1496,1496,1497,225,225,78,225,225,225,91
78,225,1484,1485,1485,1485,1485,1485,167,225,225,225,225,225,225,225,225,91,225,225,225,225,225,1484,5,5,5,5,176,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,1484,17,225,225,91
78,225,225,225,225,225,225,225,241,225,225,225,225,225,225,225,225,91,225,225,225,225,225,225,225,225,225,225,1484,1485,225,225,1485,176,225,225,225,225,225,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,225,91,225,225,91
78,225,225,225,225,225,225,225,241,225,225,225,225,225,225,225,225,765,16,225,225,16,765,225,225,225,225,225,225,225,225,225,225,1484,5,5,5,5,176,225,225,225,225,225,225,225,176,16,16,16,16,16,176,225,225,225,91,225,225,91
78,225,4,5,5,225,225,225,765,1485,1485,1485,167,225,225,225,225,225,225,225,225,225,765,16,16,16,167,225,225,225,225,225,225,225,225,225,225,225,1484,1485,1485,1485,176,225,225,225,78,225,225,225,225,225,78,225,225,225,91,225,225,91
78,225,78,225,225,225,225,225,225,225,225,225,241,225,225,225,225,225,225,225,225,225,225,225,225,225,765,16,16,16,167,225,225,225,225,225,225,225,225,225,225,225,78,225,225,225,78,225,225,225,225,225,1484,1350,1350,1350,913,225,225,91
78,225,78,225,225,225,225,225,225,225,225,225,241,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,765,16,16,16,765,225,225,225,225,225,225,225,1484,1485,1485,1485,176,225,225,225,225,225,225,225,225,225,91,225,225,91
78,225,78,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,91,225,225,225,225,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,225,91,225,225,91
78,225,78,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,91,225,225,225,225,225,225,225,225,225,225,225,78,225,225,225,225,225,225,225,225,225,91,225,225,91
78,225,1484,1485,1485,1485,225,225,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1061,1485,1485,1485,1485,225,225,1350,1350,1350,1350,1350,472,1350,1350,1350,1350,1350,1350,1350,1350,1350,1351,225,225,91
78,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,91
